index,job_title,minimum_salary,maximum_salary,rating,company_name,location,headquarters,size,founded,company_age,type_of_ownership,industry,sector,revenue
572,"Machine Learning Engineer, Sr.",138000,158000,4.2,AeroVironment,"Simi Valley, CA","Simi Valley, CA",501 to 1000 employees,1971,53,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
573,Data Scientist (TS/SCI w/ Poly),138000,158000,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,0,0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
574,Weapons and Sensors Engineer/Scientist,138000,158000,4.0,Dynetics,"Huntsville, AL","Huntsville, AL",1001 to 5000 employees,1974,50,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
575,Applied Computer Scientist,138000,158000,4.5,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 to 500 employees,2010,14,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
576,Senior Data Analyst,138000,158000,4.5,Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,12,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
577,Information Systems Engineering Specialist (Engineering Scientist),138000,158000,3.8,Applied Research Laboratories,"Austin, TX","Austin, TX",501 to 1000 employees,0,0,College / University,Colleges & Universities,Education,$10 to $25 million (USD)
578,Cloud Data Engineer (Azure),138000,158000,3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",10000+ employees,1933,91,Other Organization,Banks & Credit Unions,Finance,$1 to $2 billion (USD)
579,Scientist/Research Associate-Metabolic Engineering,138000,158000,2.0,Conagen,"New Bedford, MA","Bedford, MA",51 to 200 employees,0,0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
580,"Vice President, Biometrics and Clinical Data Management",138000,158000,4.8,Alector,"South San Francisco, CA","South San Francisco, CA",51 to 200 employees,2013,11,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
581,Enterprise Data Analyst (Enterprise Portfolio Management Office),138000,158000,3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",10000+ employees,1933,91,Other Organization,Banks & Credit Unions,Finance,$2 to $5 billion (USD)
582,Senior Scientist - Toxicologist - Product Integrity (Stewardship),138000,158000,3.3,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,149,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
583,Lead Data Scientist â€“ Network Analysis and Control,138000,158000,3.3,MITRE,"Bedford, MA","Bedford, MA",5001 to 10000 employees,1958,66,Nonprofit Organization,Federal Agencies,Government,$2 to $5 billion (USD)
584,Senior Machine Learning Engineer,138000,158000,5.0,LifeOmic,"Raleigh, NC","Indianapolis, IN",51 to 200 employees,2016,8,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
585,"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",138000,158000,4.4,"Homology Medicines, Inc.","New Bedford, MA","Bedford, MA",51 to 200 employees,0,0,Company - Public,,,$10+ billion (USD)
586,Data Engineer,138000,158000,3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",51 to 200 employees,1992,32,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
587,Developer III - Data Science,138000,158000,3.3,Inland Empire Health Plan,"Rancho Cucamonga, CA","Rancho Cucamonga, CA",1001 to 5000 employees,1996,28,Company - Public,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
588,Senior Data Engineer,138000,158000,2.9,Affinity Solutions,"New York, NY","New York, NY",51 to 200 employees,1998,26,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD)
589,Hydrogen/Tritium Materials Scientist (Experienced),138000,158000,3.8,Sandia National Laboratories,"Livermore, CA","Albuquerque, NM",10000+ employees,1949,75,Government,Federal Agencies,Government,Unknown / Non-Applicable
590,Data Engineer,138000,158000,3.5,Maxar Technologies,"McLean, VA","Westminster, CO",5001 to 10000 employees,0,0,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
591,Patient Safety- Associate Data Scientist,80000,132000,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,111,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
592,Senior Data Scientist,80000,132000,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,42,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD)
593,Data Scientist,80000,132000,3.4,USI,"Southfield, MI","Saint Paul, MN",1001 to 5000 employees,1998,26,Company - Private,Construction,"Construction, Repair & Maintenance",$1 to $5 million (USD)
594,Data Scientist,80000,132000,3.9,GSK,"Collegeville, PA","Brentford, United Kingdom",10000+ employees,1830,194,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
595,Data Scientist,80000,132000,3.8,CIA,"Washington, DC","Langley, VA",,1947,77,Government,Federal Agencies,Government,Less than $1 million (USD)
596,Data Scientist,80000,132000,4.5,Maven Wave Partners,"Chicago, IL","Chicago, IL",201 to 500 employees,2008,16,Company - Private,Consulting,Business Services,$100 to $500 million (USD)
597,Data Scientist,80000,132000,4.3,Ovative Group,"Minneapolis, MN","Minneapolis, MN",51 to 200 employees,2009,15,Company - Private,Advertising & Marketing,Business Services,$1 to $2 billion (USD)
598,Data Scientist,80000,132000,3.6,Kognetics,"Gahanna, OH","New York, NY",1 to 50 employees,0,0,Company - Private,,,$1 to $5 million (USD)
599,Data Scientist,80000,132000,2.9,Envision Healthcare,"Nashville, TN","Nashville, TN",10000+ employees,2005,19,Company - Private,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD)
600,Data Scientist,80000,132000,2.9,"Pragmatics, Inc.",United States,"Reston, VA",201 to 500 employees,1985,39,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
601,Data Scientist,80000,132000,3.2,ConsumerTrack,California,"Los Angeles, CA",51 to 200 employees,2004,20,Company - Private,Internet,Information Technology,$1 to $2 billion (USD)
602,Decision Scientist,80000,132000,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",5001 to 10000 employees,1942,82,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,
603,Data Scientist - TS/SCI FSP or CI Required,80000,132000,5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,2011,13,Company - Private,IT Services,Information Technology,$10+ billion (USD)
604,Data Scientist,80000,132000,3.5,Crossover Health,"San Clemente, CA","Aliso Viejo, CA",1 to 50 employees,2010,14,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
605,Data Scientist,80000,132000,4.0,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",1 to 50 employees,0,0,Company - Private,Accounting,Accounting & Legal,$2 to $5 billion (USD)
606,Data Scientist,80000,132000,4.4,Meridian Knowledge Solutions,"Washington, DC","Reston, VA",51 to 200 employees,1997,27,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$1 to $2 billion (USD)
607,Data Scientist,80000,132000,4.2,UST Global,"Atlanta, GA","Aliso Viejo, CA",10000+ employees,1999,25,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
608,Data Scientist,80000,132000,3.2,IMG Systems,"Plano, TX","Plano, TX",1 to 50 employees,0,0,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
609,Data Scientist,80000,132000,3.4,Trident Systems Inc,"Fairfax, VA","Fairfax, VA",51 to 200 employees,1985,39,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
610,Data Scientist,80000,132000,4.7,"Tygart Technology, Inc","Washington, DC","Fairmont, WV",1 to 50 employees,0,0,Company - Private,,,Less than $1 million (USD)
611,(Sr.) Data Scientist -,87000,141000,3.6,Merrick Bank,Utah,"South Jordan, UT",201 to 500 employees,1997,27,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable
612,Senior Data Scientist,87000,141000,4.2,ManTech,"Alexandria, VA","Herndon, VA",5001 to 10000 employees,1968,56,Company - Public,Research & Development,Business Services,$50 to $100 million (USD)
613,Data Scientist,87000,141000,1.0,"GrainBridge, LLC","Omaha, NE",,,0,0,,,,$10 to $25 million (USD)
614,Data Scientist,87000,141000,3.2,First Health Group,"Wellesley, MA","Bethesda, MD",10000+ employees,1853,171,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable
615,Data Scientist,87000,141000,1.0,Sprezzatura Management Consulting,"Washington, VA","McLean, VA",,0,0,Company - Private,,,$100 to $500 million (USD)
616,Data Scientist,87000,141000,2.8,"Progress Rail, A Caterpillar Company","Fort Worth, TX","Albertville, AL",1001 to 5000 employees,1983,41,Subsidiary or Business Segment,Rail,Transportation & Logistics,$10 to $25 million (USD)
617,Data Scientist,87000,141000,4.2,UST Global,"Atlanta, GA","Aliso Viejo, CA",10000+ employees,1999,25,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
618,Data Scientist,87000,141000,4.5,Axiologic Solutions,"Alexandria, VA","Fairfax, VA",51 to 200 employees,2009,15,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD)
619,Data Scientist,87000,141000,3.0,Indigo Slate,"Bellevue, WA","Bellevue, WA",51 to 200 employees,2006,18,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
620,Data Scientist,87000,141000,3.3,Cubic,United States,"San Diego, CA",5001 to 10000 employees,1951,73,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
621,Data Scientist,87000,141000,4.0,Advanced Bio-Logic Solutions Corp,"Thousand Oaks, CA","Westlake Village, CA",1 to 50 employees,0,0,Company - Private,,,$5 to $10 million (USD)
622,Data Engineer,87000,141000,3.5,Alignment Healthcare,"Orange, CA","Orange, CA",501 to 1000 employees,2013,11,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
623,Data Scientist,87000,141000,3.5,WGSN,"Baltimore, MD","New York, NY",1 to 50 employees,1998,26,Company - Private,Consulting,Business Services,$25 to $50 million (USD)
624,Data Scientist,87000,141000,3.6,"ISYS Technologies, Inc.","Herndon, VA","Littleton, CO",51 to 200 employees,1990,34,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD)
625,Data Scientist,87000,141000,3.0,TransVoyant,"Alexandria, VA","Alexandria, VA",51 to 200 employees,2012,12,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
626,Data Scientist/Data Analytics Practitioner,87000,141000,4.0,Noblis,"Bridgeport, WV","Reston, VA",1001 to 5000 employees,1996,28,Nonprofit Organization,Consulting,Business Services,$2 to $5 billion (USD)
627,Data Scientist,87000,141000,4.6,Murray Resources,"The Woodlands, TX","Houston, TX",1 to 50 employees,1988,36,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
628,Data Scientist,87000,141000,4.3,Geotab,"Oakville, CA","Oakville, Canada",1001 to 5000 employees,2000,24,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
629,Data Scientist,87000,141000,4.7,CRS Group,"Chicago, IL","Itasca, IL",51 to 200 employees,1994,30,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
630,Data Scientist,87000,141000,3.7,EGlobalTech,"Arlington, VA","Vienna, VA",201 to 500 employees,2004,20,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
631,"Data Scientist, Kinship - NYC/Portland",92000,155000,3.9,Mars,"New York, NY","Mc Lean, VA",10000+ employees,1911,113,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable
632,Data Scientist,92000,155000,4.9,Avlino,New Jersey,"Holmdel, NJ",1 to 50 employees,2013,11,Company - Private,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
633,Data Scientist,92000,155000,3.0,"Central Business Solutions, Inc","Seattle, WA","Fremont, CA",51 to 200 employees,0,0,Company - Private,Consulting,Business Services,$10+ billion (USD)
634,Data Scientist,92000,155000,2.5,KeHE Distributors,"Naperville, IL","Naperville, IL",5001 to 10000 employees,1954,70,Company - Private,Wholesale,Business Services,$2 to $5 billion (USD)
635,Data Scientist,92000,155000,3.5,Blackstone Talent Group,"San Francisco, CA","San Francisco, CA",51 to 200 employees,1998,26,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD)
636,Data Scientist - TS/SCI Required,92000,155000,5.0,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",1 to 50 employees,2011,13,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
637,Data Scientist,92000,155000,1.0,Sophinea,"Chantilly, VA",,1 to 50 employees,0,0,,,,Unknown / Non-Applicable
638,Senior Data Scientist,92000,155000,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,0,0,Company - Public,Aerospace & Defense,Aerospace & Defense,
639,Data Scientist,92000,155000,3.0,Moxie Software,"Bellevue, WA","San Bruno, CA",51 to 200 employees,1999,25,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
640,Data Scientist(s)/Machine Learning Engineer,92000,155000,5.0,Blue Horizon Tek Solutions,"New York, NY","Coconut Creek, FL",1 to 50 employees,1987,37,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
641,Data Scientist,92000,155000,4.7,Unicom Technologies INC,"Chicago, IL","Naperville, IL",51 to 200 employees,0,0,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD)
642,Data Engineer,92000,155000,3.3,Americo Life,"Kansas City, MO","Kansas City, MO",201 to 500 employees,1992,32,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable
643,Data Scientist,92000,155000,3.3,Tokio Marine HCC,"Houston, TX","Houston, TX",1001 to 5000 employees,1974,50,Company - Private,Insurance Carriers,Insurance,$5 to $10 million (USD)
644,Data Scientist,92000,155000,3.5,CACI International,"Chantilly, VA","Arlington, VA",10000+ employees,1962,62,Company - Public,Aerospace & Defense,Aerospace & Defense,
645,"AI/ML - Machine Learning Scientist, Siri Understanding",92000,155000,4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,48,Company - Public,Computer Hardware & Software,Information Technology,
646,Data Scientist,92000,155000,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,0,0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD)
647,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,92000,155000,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947,77,Nonprofit Organization,Research & Development,Business Services,Unknown / Non-Applicable
648,Data Scientist,92000,155000,4.7,Compass Consulting Group,"Thousand Oaks, CA","Danville, CA",51 to 200 employees,2008,16,Company - Private,Consulting,Business Services,
649,Data Science Software Engineer,92000,155000,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,2012,12,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
650,"Scientist / Group Lead, Cancer Biology",92000,155000,1.0,Monte Rosa Therapeutics,"Cambridge, MA",,,0,0,,,,Unknown / Non-Applicable
651,AI Ops Data Scientist,92000,155000,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,111,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
652,Senior Data Scientist,105000,167000,3.8,GutCheck,"Denver, CO","Denver, CO",51 to 200 employees,2009,15,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
653,Sr. ML/Data Scientist - AI/NLP/Chatbot,105000,167000,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,28,Company - Public,Telecommunications Services,Telecommunications,$50 to $100 million (USD)
654,Data Scientist,105000,167000,2.7,Hexagon US Federal,"Lexington Park, MD","Chantilly, VA",51 to 200 employees,2010,14,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
655,Data Scientist,105000,167000,4.0,Comtech Global Inc,"Washington, DC","Columbus, OH",51 to 200 employees,0,0,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable
656,Data Scientist,105000,167000,1.0,Berico Technologies,"Fort Belvoir, VA",,,0,0,,,,
657,Data Scientist,105000,167000,1.0,Kehe Food Distributors,"Naperville, IL",,,0,0,,,,
658,Data Scientist,105000,167000,3.8,"Aveshka, Inc.","Washington, DC","Arlington, VA",51 to 200 employees,2010,14,Company - Public,IT Services,Information Technology,$1 to $5 million (USD)
659,Data Scientist,105000,167000,3.2,Perspecta,"Adelphi, MD","Chantilly, VA",10000+ employees,2018,6,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
660,Data Scientist,105000,167000,1.0,Pactera Edge,"Redmond, WA",,,0,0,,,,
661,Data Scientist,105000,167000,3.6,Qurate Retail Group,"West Chester, PA","West Chester, PA",10000+ employees,0,0,Company - Public,Other Retail Stores,Retail,
662,Data Scientist,105000,167000,4.4,"SolutionIT, Inc.","Edison, NJ","Wilmington, MA",51 to 200 employees,0,0,Company - Private,,,
663,Data Scientist,105000,167000,4.1,A-Line Staffing Solutions,"Durham, NC","Utica, MI",501 to 1000 employees,2004,20,Company - Private,Staffing & Outsourcing,Business Services,
664,Data Scientist,105000,167000,1.0,Clear Ridge Defense,"Quantico, VA","Baltimore, MD",1 to 50 employees,0,0,Company - Private,,,
665,Data Scientist,105000,167000,3.8,"Criterion Systems, Inc.","Vienna, VA","Vienna, VA",201 to 500 employees,2005,19,Company - Private,IT Services,Information Technology,
666,Data Scientist,105000,167000,4.0,Foundation Medicine,"Boston, MA","Cambridge, MA",1001 to 5000 employees,2010,14,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,
667,Data Scientist,105000,167000,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,35,Company - Private,Advertising & Marketing,Business Services,
668,Data Scientist,105000,167000,1.0,JKGT,"San Francisco, CA",,,0,0,,,,
669,Data Scientist,105000,167000,1.0,AccessHope,"Irwindale, CA",,,0,0,,,,
670,Data Scientist,105000,167000,5.0,ChaTeck Incorporated,"San Francisco, CA","Santa Clara, CA",1 to 50 employees,0,0,Company - Private,Advertising & Marketing,Business Services,
671,Data Scientist,105000,167000,2.7,1-800-Flowers,"New York, NY","Carle Place, NY",1001 to 5000 employees,1976,48,Company - Public,Wholesale,Business Services,
